Right	Tearing Down Thomas Jefferson Over Slavery Is Moral Idiocy	tearing down thomas jefferson over slavery is moral idiocy	PersonX is immoral, needed to be a slave owner, intended to make a point, gets yelled at, wants to apologize to the people, feels angry. Others want to get away from him, gets arrested for treason, feel sad.
Right	Progressive Prosecutor Project Strikes Again	progressive prosecutor project strikes again	PersonX is violent, needed to be a prosecutor, intended to get justice, gets arrested, wants to win the case, feels powerful. Others want to win the case, they get arrested, feel angry.
Right	Anti-Trump Republicans Say They Quit Fox News Over Tucker Carlsons January 6 Content	anti-trump republicans say they quit fox news over tucker carlsons january 6 content	PersonX is angry, needed to have a reason to quit, intended to get away from him, gets fired, wants to find a new job, feels angry. Others want to find a new job, gets fired, feel angry.
Right	In the Rittenhouse Case the Justice System Worked	in the rittenhouse case the justice system worked	PersonX is fair, needed to understand the case, intended to be fair, gets a medal, wants to make sure justice is done, feels satisfied. Others want to be vindicated, get a fair trial, feel happy.
Right	COVID-19s first known case was a vendor from Wuhan wet market Arizona scientist says disputing WHO report	covid-19s first known case was a vendor from wuhan wet market arizona scientist says disputing who report	PersonX is scientific, needed to find out about the case, intended to prove a point, gets fired from job, wants to find out more about the case, feels good about themselves. Others want to find out what happened, they get a new job, feel like they are not alone.
Right	Kyle Rittenhouse found not guilty on all counts in Kenosha trial	kyle rittenhouse found not guilty on all counts in kenosha trial	PersonX is guilty, needed to go to court, intended to not be guilty, gets a new trial, wants to go to jail, feels guilty. Others want to thank the jury, they are relieved, feel guilty.
Right	Fauci: COVID-19 hospitalizations rising among vaccinated	fauci: covid-19 hospitalizations rising among vaccinated	PersonX is infectious, needed to be a doctor, intended to be safe, Fauci talks to doctors, wants to make sure everyone is vaccinated, feels scared. Others want to get vaccinated, they get sick, feel scared.
Right	Judge Bans MSNBC From Rittenhouse Trial	judge bans msnbc from rittenhouse trial	PersonX is judgmental, needed to find out about the trial, intended to be impartial, gets yelled at, wants to watch the trial, feels guilty. Others want to appeal the decision, gets arrested, feel angry.
Right	OSHA Suspends the Implementation and Enforcement of Biden's Vaccine Mandate	osha suspends the implementation and enforcement of biden's vaccine mandate	PersonX is responsible, needed to be in charge of the program, intended to make sure people are safe, gets fired from job, wants to get rid of the vaccine, feels relieved. Others want to file a lawsuit, they get fired, feel scared.
Right	U.S. Drug Overdose Deaths Reach Record High	us drug overdose deaths reach record high	PersonX is dangerous, needed to be addicted to drugs, intended to be safe, kills more people, wants to stop using drugs, feels sad. Others want to get help, people die, feel sad.
Right	FBI Whistleblower Claims DOJ Used Counterterrorism Tools against Parents in Response to School-Board Memo	fbi whistleblower claims doj used counterterrorism tools against parents in response to school-board memo	PersonX is suspicious, needed to talk to the FBI, intended to make a point, gets arrested, wants to file a lawsuit, feels guilty. Others want to file a complaint, they get arrested, feel angry.
Right	Pfizer Announces Deal To Provide COVID Pill To Low-Income Countries	pfizer announces deal to provide covid pill to low-income countries	PersonX is generous, needed to find out about the deal, intended to be helpful, gets paid, wants to help the poor, feels happy. Others want to take the pill, gets a new drug, feel happy.
Right	Republican-Backed Bill Would Decriminalize Marijuana	republican-backed bill would decriminalize marijuana	PersonX is responsible, needed to write a bill, intended to get rid of marijuana, gets voted down, wants to pass the bill, feels good about themselves. Others want to support the bill, they get arrested, feel happy.
Right	Rittenhouse defense criticizes prosecution's provocation charge in closing arguments: LIVE UPDATES	rittenhouse defense criticizes prosecution's provocation charge in closing arguments: live updates	PersonX is Rude, needed to prepare for the trial, intended defense to be heard, gets yelled at by judge, wants to win the case, feels guilty. Others want to win the case, get's arrested, feel angry.
Right	World Leaders Reach Climate Deal At COP26 US And China Agree To Collaborate	world leaders reach climate deal at cop26 us and china agree to collaborate	PersonX is cooperative, needed to make a plan, intended to save the planet, gets a new job, wants to make sure the deal is implemented, feels happy. Others want to sign the agreement, gets a new job, feel happy.
Right	Doing Our Own Due Diligence as Parents on the COVID-19 Vaccine for Children	doing our own due diligence as parents on the covid-19 vaccine for children	PersonX is responsible, needed do research on the vaccine, intended make sure they are safe, learn more about it, wants to make sure the vaccine is safe, feels responsible. Others want to get the vaccine, have a healthy child, feel informed.
Right	Appeals Court Blocks January 6 Committee Access To Trump White House Documents	appeals court blocks january 6 committee access to trump white house documents	PersonX is mean spirited, needed to file a lawsuit, intended to be able to see documents, is denied access, wants to file a lawsuit, feels vindicated. Others want to appeal the decision, they are denied access, feel angry.
Right	On Veterans Day honor those who served and focus on what unites us	on veterans day honor those who served and focus on what unites us	PersonX is patriotic, needed to learn about the military, intended to be patriotic, get a medal, wants to show gratitude, feels happy. Others want to be remembered, have a good time, feel grateful.
Right	Judge Shuts Down Rittenhouse Prosecutors Questioning For Possible Grave Constitutional Violation	judge shuts down rittenhouse prosecutors questioning for possible grave constitutional violation	PersonX is criminal, needed to be a judge, intended to be fair, gets yelled at, wants to let the case go to trial, feels guilty. Others want to go to court, get's arrested, feel angry.
Right	Judge allows Jan. 6 committee access to some Trump documents	judge allows january 6 committee access to some trump documents	PersonX is curious, needed to get a court order, intended to be fair, judge allows access to documents, wants to make sure the documents are safe, feels good.. Others want to ask for more documents, judge rules in favor, feel happy.
Right	The Dossier Deceit	the dossier deceit	PersonX is deceitful, needed to find out the truth, intended to deceive others, gets sued for fraud, wants to find out what is going on, feels good about themselves. Others want to find out the truth, they get arrested, feel betrayed.
Right	Biden administration asks federal appeals court to lift order blocking COVID-19 vaccine mandate	biden administration asks federal appeals court to lift order blocking covid-19 vaccine mandate	PersonX is willful, needed to file an appeal, intended to get rid of a law, has to pay for vaccine, wants to appeal the decision, feels hopeful. Others want to appeal the decision, get a new vaccine, feel happy.
Right	January 6 Committee Subpoenas Top Trump Advisers	january 6 committee subpoenas top trump advisers	PersonX is demanding, needed to be a member of committee, intended to know what they know, gets a subpoena, wants to tell them what they know, feels powerful. Others want to tell the truth, they are asked questions, feel angry.
Right	Travis Scott Drake sued over Astroworld concert incident	travis scott drake sued over astroworld concert incident	PersonX is angry, needed to go to court, intended to make money, gets sued, wants to file a lawsuit, feels angry. Others want to file a lawsuit, gets sued, feel angry.
Right	Kyle Rittenhouse Doesnt Need Reasonable Doubt. His Prosecutors Do	kyle rittenhouse doesnt need reasonable doubt his prosecutors do	PersonX is guilty, needed to get a lawyer, intended to get away with something, gets arrested, wants to get away with it, feels guilty. Others want to find out the truth, they get arrested, feel guilty.
Right	Biden Democrats celebrate after $1.2T infrastructure bill passes -- despite some 'no' votes	biden democrats celebrate after 12t infrastructure bill passes -- despite some no votes	PersonX is proud, needed to vote for it, intended to get things done, gets a hug, wants to celebrate with the people, feels happy. Others want to thank everyone who voted, get a hug, feel happy.
Right	Justice Department sues Texas over election integrity legislation	justice department sues texas over election integrity legislation	PersonX is criminal, needed to file a lawsuit, intended to enforce the law, gets sued by Texas, wants to win the case, feels satisfied. Others want to file a lawsuit, they are sued, feel angry.
Right	Minneapolis voters reject measure to replace police department	minneapolis voters reject measure to replace police department	PersonX is responsible, needed vote for or against, intended to be safe, has less money, wants to vote for a new police department, feels happy. Others want to get a new police department, vote is counted, feel upset.
Right	Virginia Upset Brewing? McAuliffe Missteps Give Youngkin an Opening in Election Days Marquee Race	virginia upset brewing mcauliffe missteps give youngkin an opening in election days marquee race	PersonX is incompetent, needed win the election, intended win the election, wins election, wants to win the election, feels upset. Others want to win the election, lose election, feel defeated.
Right	Biden Appears to Doze Off during United Nations Climate Change Conference	biden appears to doze off during united nations climate change conference	PersonX is sleepy, needed to go to the conference, intended to take a nap, gets yelled at, wants to make a speech, feels tired. Others want to yell at him, get's tired, feel annoyed..
Right	The Revolutionary Power of Lets Go Brandon!	the revolutionary power of lets go brandon	PersonX is revolutionary, needed to learn about the revolution, intended to be free, gets arrested, wants to go to jail, feels happy. Others want to be free, they are free, feel happy..
Right	Supreme Court Will Consider First Of Two Abortion Laws Monday	supreme court will consider first of two abortion laws monday	PersonX is legal, needed to be a lawyer, intended to make a decision, gets called into court, wants to make a decision, feels hopeful. Others want to argue the case, have to make decision, feel happy.
Right	The Empty Spectacle of the U.N. Climate-Change Summit	the empty spectacle of the un climate-change summit	PersonX is irresponsible, needed to go to the event, intended the world to be safe, the event is cancelled, wants to have a good time, feels like a failure. Others want to have a good time, the people of the world are ignored, feel happy..
Right	Democrats release text of massive social spending bill	democrats release text of massive social spending bill	PersonX is responsible, needed to write the bill, intended to help the poor, gets a lot of attention, wants to make sure everyone understands the bill, feels happy. Others want to read the bill, they get a raise, feel happy.
Right	The Zillow Tax	the zillow tax	PersonX is rich, needed to find out what the tax is, intended to make money, has to pay taxes, wants to pay the tax, feels good about themselves. Others want to pay the tax, they pay the tax, feel happy.
Right	Dozens of Loudoun County students stage walkout over sexual assault by boy in girls' bathroom	dozens of loudoun county students stage walkout over sexual assault by boy in girls bathroom	PersonX is angry, needed do not want to be there, intended do not want to be bullied, get arrested by police, wants to go to school, feels angry. Others want to go to school, do not feel safe, feel angry.
Right	Biden To Name Jessica Rosenworcel As First Female Chair Of The FCC	biden to name jessica rosenworcel as first female chair of the fcc	PersonX is responsible, needed to make a decision, intended to be a leader, gets a raise, wants to appoint a female to the position, feels happy. Others want to thank the president, gets a new job, feel happy.
Right	Children have been hurt enough by lockdowns. Think twice before mandating a vaccine for kids	children have been hurt enough by lockdowns think twice before mandating a vaccine for kids	PersonX is scared, needed to be a doctor, intended children to be safe, children get sick, wants to get out of the country, feels scared. Others want to be safe, children get sick, feel scared.
Right	Supreme Court to hear Texas abortion law arguments on procedural elements of challenges	supreme court to hear texas abortion law arguments on procedural elements of challenges	PersonX is legal, needed to be informed of the law, intended to decide the case, is heard by court, wants to decide the case, feels satisfied. Others want to win the case, have to make a decision, feel happy.
Right	Border Arrests Hit All-Time High	border arrests hit all-time high	PersonX is apprehensive, needed to be a border patrol agent, intended to keep the border secure, get arrested, wants to make sure they are safe, feels apprehensive. Others want to go to jail, they get arrested, feel apprehensive.
Right	New NIH Letter About EcoHealth Reporting Failure Raises New Questions About Gain-Of-Function Funding	new nih letter about ecohealth reporting failure raises new questions about gain-of-function funding	PersonX is responsible, needed find out about the failure, intended to make sure they are doing the right thing, gets a letter, wants to find a solution to the problem, feels informed. Others want to find out what went wrong, get a letter, feel informed.
Right	Garland grilled on school board memo Hunter Biden Jan. 6 at House Judiciary hearing	garland grilled on school board memo hunter biden january 6 at house judiciary hearing	PersonX is curious, needed to be a member of congress, intended to get to the truth, gets yelled at, wants to ask questions, feels nervous. Others want to defend themselves, gets yelled at, feel angry.
Right	Jan. 6 committee recommends Bannon face criminal contempt for defying subpoena	jan 6 committee recommends bannon face criminal contempt for defying subpoena	PersonX is mean, needed to find out what happened, intended to punish him, get's arrested, wants to file a report, feels vindicated. Others want to file a lawsuit, get's arrested, feel angry.
Right	McConnell jabs at Trump saying 2022 midterms shouldnt be rehash of 2020 election	mcconnell jabs at trump saying 2022 midterms shouldnt be rehash of 2020 election	PersonX is aggressive, needed to make a speech, intended to avoid re-election, gets yelled at, wants to win the election, feels good about themselves. Others want to win the election, get re-elected, feel angry.
Right	Gen. Colin Powell  soldier statesman patriot and role model for all Americans	gen colin powell  soldier statesman patriot and role model for all americans	PersonX is powerful, needed to have served in military, intended to be a leader, is a leader, wants to be a leader, feels proud. Others want to learn from him, become a leader, feel proud.
Right	Supreme Court protects cops from lawsuits in two qualified immunity cases	supreme court protects cops from lawsuits in two qualified immunity cases	PersonX is brave, needed to be a cop, intended to be safe, gets sued for damages, wants to file a lawsuit, feels vindicated. Others want to defend themselves, cops are protected, feel protected.
Right	Far-Left Fumes Over Draft From Bidens Supreme Court Commission On Packing The Supreme Court	far-left fumes over draft from bidens supreme court commission on packing the supreme court	PersonX is angry, needed to read the draft, intended to get their way, gets yelled at, wants to complain about the draft, feels angry. Others want to get a new draft, gets yelled at, feel angry.
Right	Defending Dave Chappelle	defending dave chappelle	PersonX is funny, needed to be a comedian, intended to be funny, defends himself, wants to defend themselves, feels good about themselves. Others want to defend him, defend themselves, feel happy.
Right	Texas Abortion Law to Remain in Effect Federal Appeals Court Rules	texas abortion law to remain in effect federal appeals court rules	PersonX is legal, needed to file a lawsuit, intended to remain in effect, has no legal effect, wants to make sure it stays in effect, feels vindicated. Others want to appeal the decision, they get to keep their job, feel happy.
Right	Joe Rogan forces Dr. Sanjay Gupta to admit CNN shouldn't have called his COVID treatment 'horse dewormer'	joe rogan forces dr sanjay gupta to admit cnn should not have called his covid treatment horse dewormer	PersonX is mean, needed to talk to the doctor, intended to get the truth out, gets yelled at, wants to make sure they don't do it again, feels angry. Others want to make sure no one gets hurt, gets yelled at by others, feel angry.
Right	Loudoun County Schools Tried To Conceal Sexual Assault Against Daughter In Bathroom Father Says	loudoun county schools tried to conceal sexual assault against daughter in bathroom father says	PersonX is secretive, needed to find out what happened, intended to protect his daughter, gets arrested, wants to make sure they are safe, feels ashamed. Others want to get revenge, gets arrested, feel scared.
Right	US to reopen land borders next month for fully vaccinated	us to reopen land borders next month for fully vaccinated	PersonX is responsible, needed to make sure everyone is vaccinated, intended to keep people safe, has to pay for vaccines, wants to make sure everyone is vaccinated, feels happy. Others want to get vaccinated, people get vaccinated, feel happy.
Right	Mayorkas orders ICE to stop worksite raids in latest limits on immigration enforcement	mayorkas orders ice to stop worksite raids in latest limits on immigration enforcement	PersonX is hardworking, needed to be in office, intended to stop illegal immigration, gets a new job, wants to make sure no one is caught, feels happy. Others want to be safe, they get arrested, feel scared.
Right	Days After Forcing COVID Shot On Workers Southwest Airlines Cancels 1 800 Flights	days after forcing covid shot on workers southwest airlines cancels 1800 flights	PersonX is violent, needed to find out what happened, intended to save money, has to cancel flights, wants to get back to work, feels angry. Others want to get back to work, they get fired, feel angry.
Right	Taiwan President Stands Up To China Says Island Wont Bow To Pressure	taiwan president stands up to china says island wont bow to pressure	PersonX is assertive, needed to be in power, intended to be a leader, gets attacked by China, wants to make sure they are safe, feels powerful. Others want to thank the president, they get a new leader, feel happy.
Right	Schumer Thanks Democrats for Solving Republican-Manufactured Crisis after Debt-Ceiling Hike Passes	schumer thanks democrats for solving republican-manufactured crisis after debt-ceiling hike passes	PersonX is Responsible, needed to make a deal, intended to be helpful, gets a thank you, wants to thank the president, feels happy. Others want to thank him, gets a raise, feel happy.
Right	Google YouTube End Monetization of Climate Denial Content	google youtube end monetization of climate denial content	PersonX is responsible, needed to find out what the content is about, intended to get rid of climate denial, gets sued for money, wants to get rid of the content, feels happy. Others want to ask for a refund, gets sued, feel angry.
Right	Pfizer BioNTech request COVID-19 vaccine emergency authorization for kids ages 5 to 11	pfizer biontech request covid-19 vaccine emergency authorization for kids ages 5 to 11	PersonX is responsible, needed to go to the doctor, intended to protect children, gets a receipt, wants to go to the doctor, feels responsible. Others want to get the vaccine, have to get vaccinated, feel scared.
Right	Biden Criminalizes CRT Dissent	biden criminalizes crt dissent	PersonX is intolerant, needed to be in office, intended to be a leader, gets fired from office, wants to get rid of the CRT, feels powerful. Others want to protest, gets arrested, feel angry.
